Time Box WAE YPH GZS RDG DRE CHI DIA GRN CAL ROT PB BB DL DR DC
3.300000e+02 5 7.876249e+03 2.703501e+02 8.303442e+03 8.442276e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.717145e+04 1.940804e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.300000e+02 6 7.876249e+03 2.703501e+02 8.303442e+03 8.442276e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.717145e+04 1.940804e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.300000e+02 7 7.876249e+03 2.703501e+02 8.303442e+03 8.442276e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.717145e+04 1.940804e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.300000e+02 8 7.876249e+03 2.703501e+02 8.303442e+03 8.442276e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.717145e+04 1.940804e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.300000e+02 9 7.876249e+03 2.703501e+02 8.303442e+03 8.442276e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.717145e+04 1.940804e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.300000e+02 10 7.876249e+03 2.703501e+02 8.303442e+03 8.442276e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.717145e+04 1.940804e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.350000e+02 0 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.350000e+02 1 8.094614e+03 2.681721e+02 8.634303e+03 8.165257e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.619762e+04 1.842642e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.350000e+02 2 8.094614e+03 2.681721e+02 8.634303e+03 8.165257e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.619762e+04 1.842642e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.350000e+02 3 8.094614e+03 2.681721e+02 8.634303e+03 8.165257e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.619762e+04 1.842642e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.350000e+02 4 8.094614e+03 2.681721e+02 8.634303e+03 8.165257e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.619762e+04 1.842642e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.350000e+02 5 8.094614e+03 2.681721e+02 8.634303e+03 8.165257e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.619762e+04 1.842642e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.350000e+02 6 8.094614e+03 2.681721e+02 8.634303e+03 8.165257e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.619762e+04 1.842642e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.350000e+02 7 8.094614e+03 2.681721e+02 8.634303e+03 8.165257e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.619762e+04 1.842642e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.350000e+02 8 8.094614e+03 2.681721e+02 8.634303e+03 8.165257e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.619762e+04 1.842642e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.350000e+02 9 8.094614e+03 2.681721e+02 8.634303e+03 8.165257e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.619762e+04 1.842642e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.350000e+02 10 8.094614e+03 2.681721e+02 8.634303e+03 8.165257e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.619762e+04 1.842642e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
